Number,Name,Type1,Type2,Total,HP,Attack,Defense,SpecialAtk,SpecialDef,Speed,Generation,Legendary
751,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE
752,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE
753,Spritzee,Fairy,NA,341,78,52,60,63,65,23,6,FALSE
754,Aromatisse,Fairy,NA,462,101,72,72,99,89,29,6,FALSE
755,Swirlix,Fairy,NA,341,62,48,66,59,57,49,6,FALSE
756,Slurpuff,Fairy,NA,480,82,80,86,85,75,72,6,FALSE
757,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE
758,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE
759,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE
760,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE
761,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE
762,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE
763,Clauncher,Water,NA,330,50,53,62,58,63,44,6,FALSE
764,Clawitzer,Water,NA,500,71,73,88,120,89,59,6,FALSE
765,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE
766,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE
767,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE
768,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE
769,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE
770,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE
771,Sylveon,Fairy,NA,525,95,65,65,110,130,60,6,FALSE
772,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE
773,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE
774,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE
775,Goomy,Dragon,NA,300,45,50,35,55,75,40,6,FALSE
776,Sliggoo,Dragon,NA,452,68,75,53,83,113,60,6,FALSE
777,Goodra,Dragon,NA,600,90,100,70,110,150,80,6,FALSE
778,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE
779,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE
780,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE
781,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE
782,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE
783,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE
784,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE
785,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE
786,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE
787,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE
788,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE
789,Bergmite,Ice,NA,304,55,69,85,32,35,28,6,FALSE
790,Avalugg,Ice,NA,514,95,117,184,44,46,28,6,FALSE
791,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE
792,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE
793,Xerneas,Fairy,NA,680,126,131,95,131,98,99,6,TRUE
794,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE
795,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE
796,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE
797,DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE
798,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE
799,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE
800,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE
801,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,FALSE
802,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,FALSE
803,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,FALSE
804,Litten,Fire,NA,320,45,65,40,60,40,70,7,FALSE
805,Torracat,Fire,NA,420,65,85,50,80,50,90,7,FALSE
806,Inceroar,Fire,NA,530,95,115,90,80,90,60,7,FALSE
807,Popolio,Water,NA,320,50,54,54,66,56,40,7,FALSE
808,Brionne,Water,NA,420,60,69,69,91,81,50,7,FALSE
809,Primarina,Water,NA,530,80,74,74,126,116,60,7,FALSE
810,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,FALSE
811,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,FALSE
812,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,FALSE
813,Yungoos,Normal,NA,253,48,70,30,30,30,45,7,FALSE
814,Gumshoos,Normal,NA,418,88,110,60,55,60,45,7,FALSE
815,Grubbin,Bug,NA,300,47,62,45,55,45,46,7,FALSE
816,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,FALSE
817,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,FALSE
818,Crabrawler,Fighting,NA,338,47,82,57,42,47,63,7,FALSE
819,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,FALSE
820,OricorioBaile Style,Fire,Flying,476,75,70,70,98,70,93,7,FALSE
821,OricorioPom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,7,FALSE
822,OricorioPa'u Style,Psychic,Flying,476,75,70,70,98,70,93,7,FALSE
823,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,7,FALSE
824,Riombee,Bug,Fairy,464,60,55,60,95,70,124,7,FALSE
825,Rockruff,Rock,NA,280,45,65,40,30,40,60,7,FALSE
826,LycanrocMidday Form,Rock,NA,487,75,115,65,55,65,112,7,FALSE
827,LycanrocMidnight Form,Rock,NA,487,85,115,75,55,75,82,7,FALSE
828,WishiwashiSolo Form,Water,NA,175,45,20,20,25,25,40,7,FALSE
829,WishiwashiSchool Form,Water,NA,620,45,140,130,140,135,30,7,FALSE
830,Mareanie,Poison,Water,305,50,53,62,43,52,45,7,FALSE
831,Toxapex,Poison,Water,495,50,63,152,53,142,35,7,FALSE
832,Mudbray,Ground,NA,385,70,100,70,45,55,45,7,FALSE
833,Mudsdale,Ground,NA,500,100,125,100,55,85,35,7,FALSE
834,Dewpider,Water,Bug,269,38,40,52,40,72,27,7,FALSE
835,Araquanid,Water,Bug,454,68,70,92,50,132,42,7,FALSE
836,Fomantis,Grass,NA,250,40,55,35,50,35,35,7,FALSE
837,Lurantis,Grass,NA,480,70,105,90,80,90,45,7,FALSE
838,Morelull,Grass,Fairy,285,40,35,55,65,75,15,7,FALSE
839,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7,FALSE
840,Salandit,Poison,Fire,320,48,44,40,71,40,77,7,FALSE
841,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7,FALSE
842,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7,FALSE
843,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7,FALSE
844,Bounsweet,Grass,NA,210,42,30,38,30,38,32,7,FALSE
845,Steenee,Grass,NA,290,52,40,48,40,48,62,7,FALSE
846,Tsareena,Grass,NA,510,72,120,98,50,98,72,7,FALSE
847,Comfey,Fairy,NA,485,51,52,90,82,110,100,7,FALSE
848,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7,FALSE
849,Passimian,Fighting,NA,490,100,120,90,40,60,80,7,FALSE
850,Wimpod,Bug,Water,230,25,35,40,20,30,80,7,FALSE
851,Golisopod,Bug,Water,530,75,125,140,60,90,40,7,FALSE
852,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7,FALSE
853,Pallosand,Ghost,Ground,480,85,75,110,100,75,35,7,FALSE
854,Pyukumuku,Water,NA,410,55,60,130,30,130,5,7,FALSE
855,Type:Null,Normal,NA,534,95,95,95,95,95,59,7,TRUE
856,Silvally,Normal,NA,570,95,95,95,95,95,95,7,TRUE
857,MiniorMeteor Form,Rock,Flying,440,60,60,100,60,100,60,7,FALSE
858,MinorCore Form,Rock,Flying,500,60,100,60,100,60,120,7,FALSE
859,Komala,Normal,NA,480,65,115,65,75,95,65,7,FALSE
860,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7,FALSE
861,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7,FALSE
862,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7,FALSE
863,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7,FALSE
864,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7,FALSE
865,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7,FALSE
866,Jangmo-o,Dragon,NA,300,45,55,65,45,45,45,7,FALSE
867,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7,FALSE
868,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7,FALSE
869,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7,TRUE
870,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7,TRUE
871,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7,TRUE
872,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7,TRUE
873,Cosmog,Psychic,NA,200,43,29,31,29,31,37,7,TRUE
874,Cosmoem,Psychic,NA,400,43,29,131,29,131,37,7,TRUE
875,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7,TRUE
876,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7,TRUE
877,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7,FALSE
878,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7,FALSE
879,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7,FALSE
880,Xuriktree,Electric,NA,570,83,89,71,173,71,83,7,FALSE
881,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7,FALSE
882,Kartana,Grass,Steel,570,59,181,131,59,31,109,7,FALSE
883,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7,FALSE
884,Necrozma,Psychic,NA,600,97,107,101,127,89,79,7,TRUE
885,NecrozmaDusk Mane,Psychic,Steel,680,97,157,127,113,109,77,7,TRUE
886,NecrozmaDawn Wings,Psychic,Ghost,680,97,113,109,157,127,77,7,TRUE
887,NecrozmaUltra,Psychic,Dragon,754,97,167,97,167,97,129,7,TRUE
888,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7,FALSE
889,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7,FALSE
890,Poipole,Poison,NA,420,67,73,67,73,67,73,7,FALSE
891,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7,FALSE
892,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7,FALSE
893,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7,FALSE
894,Zenaora,Electric,NA,600,88,112,75,102,80,143,7,FALSE
895,Stefano Tapu Koko,Fairy,Electric,574,75,116,87,93,74,132,8,TRUE
896,Tapu Stefano Lele,Psychic,Fairy,570,70,85,75,130,115,95,8,TRUE
897,Tapu Bulu Stefano,Grass,Fairy,570,70,130,115,85,95,75,8,TRUE
898,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,8,TRUE
899,Cosmog,Psychic,NA,200,43,29,31,29,31,37,8,TRUE
900,Cosmoem,Psychic,NA,400,43,29,131,29,131,37,8,TRUE
901,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,8,TRUE
902,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,8,TRUE
903,Nihilego,Rock,Poison,570,109,53,47,127,131,103,8,FALSE
904,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,8,FALSE
905,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,8,FALSE
906,Xuriktree,Electric,NA,570,83,89,71,173,71,83,8,FALSE
907,Celesteela,Steel,Flying,570,97,101,103,107,101,61,8,FALSE
908,Kartana,Grass,Steel,570,59,181,131,59,31,109,8,FALSE
909,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,8,FALSE
910,Necrozma,Psychic,NA,600,97,107,101,127,89,79,8,TRUE
911,NecrozmaDusk Mane,Psychic,Steel,680,97,157,127,113,109,77,8,TRUE
912,NecrozmaDawn Wings,Psychic,Ghost,680,97,113,109,157,127,77,8,TRUE
913,NecrozmaUltra,Psychic,Dragon,754,97,167,97,167,97,129,8,TRUE
914,Magearna,Steel,Fairy,600,80,95,115,130,115,65,8,FALSE
915,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,8,FALSE
916,Poipole,Poison,NA,420,67,73,67,73,67,73,8,FALSE
917,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,8,FALSE
918,Stakataka,Rock,Steel,570,61,131,211,53,101,13,8,FALSE
919,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,8,FALSE
920,Zenaora,Electric,NA,600,88,112,75,102,80,143,8,FALSE
921,Tapu Koko,Electric,Fair,571,72,115,85,97,75,130,8,TRUE
922,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,8,TRUE
923,Tapu Bulu,Grass,Fairy,570,69,131,115,85,95,75,8,TRUE
924,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,8,TRUE
925,Cosmog,Psychic,NA,200,43,29,31,29,31,37,8,TRUE
926,Cosmoem,Psychic,NA,400,43,29,131,29,131,37,8,TRUE
927,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,8,TRUE
928,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,8,TRUE
929,Nihilego,Rock,Poison,570,109,53,47,127,131,103,8,FALSE
930,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,8,FALSE
931,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,8,FALSE
932,Xuriktree,Electric,NA,570,83,89,71,173,71,83,8,FALSE
933,Celesteela,Steel,Flying,570,97,101,103,107,101,61,8,FALSE
934,Kartana,Grass,Steel,570,59,181,131,59,31,109,8,FALSE
935,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,8,FALSE
936,Necrozma,Psychic,NA,600,97,107,101,127,89,79,8,TRUE
937,NecrozmaDusk Mane,Psychic,Steel,680,97,157,127,113,109,77,8,TRUE
938,NecrozmaDawn Wings,Psychic,Ghost,680,97,113,109,157,127,77,8,TRUE
939,NecrozmaUltra,Psychic,Dragon,754,97,167,97,167,97,129,8,TRUE
940,Magearna,Steel,Fairy,600,80,95,115,130,115,65,8,FALSE
941,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,8,FALSE
942,Poipole,Poison,NA,420,67,73,67,73,67,73,8,FALSE
943,Naganadel,Dragon,Ghost,540,74,73,75,127,71,122,8,FALSE
944,Stakataka,Steel,Rock,570,61,131,211,53,101,13,8,FALSE
945,Blacephalon,Ghost,Fire,570,53,127,53,151,79,107,8,FALSE
946,Zenaora,Electric,NA,599,88,112,75,102,79,143,8,FALSE
